Date,Sport,Event,Time,Additional details,Location,Closest Metro,LEFT,Start time,RIGHT,End time
July 30,Judo,"W -63kg, M -81kg elimination rounds",1000-1400,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
July 30,Hockey,Pool stage (2 matches) - men's,1000-1500,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
July 30,Badminton,M/W singles & doubles group stage,0830-1200,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1200,12:00
July 30,Badminton,M/W singles & doubles group stage,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 30,Badminton,M/W singles & doubles group stage,1930-2300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1930,19:30,2300,23:00
July 30,Handball,Preliminaries (2 matches) - women's,0900-1230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
July 30,Rugby sevens,"Placement matches, semis, medal finals - women's",1430-2045,,Stade de France,Stade de France - Saint-Denis (RER D),1430,14:30,2045,20:45
July 30,BMX freestyle,M/W seeding round,1325-1630,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1325,13:25,1630,16:30
July 30,Water polo,Preliminary round (2 matches) - men's,1030-1330,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1030,10:30,1330,13:30
July 30,Water polo,Preliminary round (2 matches) - men's,1500-1800,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1500,15:00,1800,18:00
July 30,Water polo,Preliminary round (2 matches) - men's,1930-2230,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1930,19:30,2230,22:30
July 30,Boxing,"W 54kg, W 57kg, M 51kg, M 80kg round of 32 or round of 16",1100-1340,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1100,11:00,1340,13:40
July 30,Boxing,"W 54kg, W 57kg, M 51kg, M 80kg round of 32 or round of 16",1530-1810,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1810,18:10
July 30,Boxing,"W 54kg, W 57kg, M 51kg, M 80kg round of 32 or round of 16",2000-2240,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2240,22:40
July 30,Tennis,M/W singles,1200-1700,(Court Philippe Chartrier),Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
July 30,Tennis,M/W singles,1900-2300,(Court Philippe Chartrier),Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1900,19:00,2300,23:00
July 30,Tennis,"M/W singles, M/W/Mixed doubles",1200-1900,(Court Suzanne Lenglen),Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 30,Tennis,"M/W singles, M/W/Mixed doubles",1200-1900,(Court Simonne Mathieu),Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 30,Tennis,"M/W singles, M/W/Mixed doubles",1200-1900,(outside courts),Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 30,Table tennis,M/W singles round 2,1000-1200,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1200,12:00
July 30,Table tennis,Mixed doubles medal finals,1330-1600,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1330,13:30,1600,16:00
July 30,Triathlon,Individual final - men's,0800-1030,,Pont Alexandre III (start/finish),Invalides (RER C and Metro 13/8) or Franklin D. Roosevelt (Metro 1/9). Check ticket location and official website as bridge is closed. ,0800,08:00,1030,10:30
July 30,Surfing,"M/W quarters, semis, finals",1900-0515,(0700-1715 Tahiti time),Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1900,19:00,0515,05:15
July 30,Swimming,"W 200m fly, M 100m free, W 1500m free, W 100m free, M 200m breast, M 4x200m free relay heats",1100-1300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,1300,13:00
July 30,Swimming,"M 100m free, W 200m fly semis, W 100m back, M 800m free finals, W 100m free, M 200m breast semis, M 4x200m free relay final",2030-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
July 30,Football,Group stage (8 matches) - men's,1500-2300,,Multiple locations - check official documentation,,1500,15:00,2300,23:00
July 30,Sailing,"M/W windsurfing, skiff",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
July 30,Archery,M/W ind. eliminations,1200-1555,,La Defense Arena (tentative),Puteaux (Metro 1),1200,12:00,1555,15:55
July 30,Shooting,Mixed team 10m air pistol finals,0930-1050,,La Courneuve Shooting Range,La Courneuve (Metro 13),0930,09:30,1050,10:50
July 30,Shooting,"W trap qualification day 1, M trap qualification day 2 and finals",0900-1705,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1705,17:05
July 30,Volleyball,Preliminary round (2 matches) - men's,0900-1130,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),0900,09:00,1130,11:30
July 30,Volleyball,Preliminary round (2 matches) - men's,1300-1530,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1530,15:30
July 30,Volleyball,Preliminary round (2 matches) - men's,1700-1930,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1700,17:00,1930,19:30
July 30,Volleyball,Preliminary round (2 matches) - men's,2100-2330,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),2100,21:00,2330,23:30
July 30,Fencing,"W épée team through semis, placement matches",1200-1730,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1200,12:00,1730,17:30
July 30,Fencing,Épée team medal finals - women's,1930-2140,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1930,19:30,2140,21:40
July 30,Beach volleyball,M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
July 30,Beach volleyball,M/W preliminary phase (3 matches),1500-1800,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1500,15:00,1800,18:00
July 30,Beach volleyball,M/W preliminary phase (3 matches),2000-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2000,20:00,2300,23:00
July 30,Equestrian,Dressage Grand Prix qualifier,1100-1630,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1100,11:00,1630,16:30
July 30,Artistic gymnastics,Team final - women's,1815-2030,,Bercy Arena,Bercy (Metro 6),1815,18:15,2030,20:30
July 30,Basketball (Group),Group phase (2 matches) - men's,1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
July 30,Basketball (Group),Group phase (1 match) - men's,1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
July 30,Basketball (Group),Group phase (1 match) - men's,2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
July 30,Basketball 3X3,M/W pool round (4 matches),1730-1930,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1730,17:30,1930,19:30
July 30,Basketball 3X3,M/W pool round (4 matches),2100-2300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2100,21:00,2300,23:00
July 31,Triathlon,Ind. final - women's ,0800-1040,,,,,,,
July 31,Badminton,M/W singles group stage,0830-1200,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1200,12:00
July 31,Shooting,M 50m rifle 3 pos. qualification,0900-1030,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1030,10:30
July 31,Beach volleyball,M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
July 31,Shooting,Trap qualification day 2 and finals - women's,0900-1705,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1705,17:05
July 31,Handball,Preliminary round (6 matches) - men's,0900-2230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,2230,22:30
July 31,Rowing,"M lightweight double sculls, W lightweight…",0930-1310,Finals and semifinals,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1310,13:10
July 31,Table tennis,M/W singles round 2,1000-1300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1300,13:00
July 31,Judo,"W -70kg, M -90kg elimination rounds",1000-1400,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
July 31,Equestrian,Dressage Grand Prix qualifier,1000-1530,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1000,10:00,1530,15:30
July 31,Hockey,Pool stage (4 matches) - women's,1000-2200,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,2200,22:00
July 31,Diving,Synchro 10m platform final - women's,1100-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1100,11:00,1200,12:00
July 31,Swimming,"W 200m breast, M 200m back, W 200m fly heats",1100-1300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,1300,13:00
July 31,Boxing,"W 60kg quarters, W 66kg, M 57kg, M 71kg round of 32 or round of 16",1100-1325,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1100,11:00,1325,13:25
July 31,Basketball (Group),M/W group phase (2 matches),1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
July 31,Archery,M/W ind. eliminations,1200-1555,,La Defense Arena (tentative),Puteaux (Metro 1),1200,12:00,1555,15:55
July 31,Tennis,M/W singles,1200-1700,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
July 31,Fencing,"Sabre team through semis, placement matches - men's",1200-1730,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1200,12:00,1730,17:30
July 31,Sailing,"M/W windsurfing, skiff",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
July 31,BMX freestyle,M/W final,1310-1630,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1310,13:10,1630,16:30
July 31,Badminton,M/W singles group stage,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 31,Table tennis,M/W singles round 3,1500-1800,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1500,15:00,1800,18:00
July 31,Beach volleyball,M/W preliminary phase (3 matches),1500-1800,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1500,15:00,1800,18:00
July 31,Boxing,"W 60kg quarters, W 66kg, M 57kg, M 71kg round of 32 or round of 16",1530-1810,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1810,18:10
July 31,Canoe slalom,"C1 semis, finals - women's",1530-1830,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1530,15:30,1830,18:30
July 31,Judo,"W -70kg, M -90kg medal rounds",1600-1900,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
July 31,Hockey,M/W pool stage (4 matches),1700-2230,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2230,22:30
July 31,Football,Group stage (6 matches) - women's,1700-2300,,Multiple locations - check official documentation,,1700,17:00,2300,23:00
July 31,Basketball (Group),M/W group phase (1 match),1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
July 31,Basketball 3X3,M/W pool round (4 matches),1730-1930,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1730,17:30,1930,19:30
July 31,Artistic gymnastics,Individual all-around final - men's,1730-2015,,Bercy Arena,Bercy (Metro 6),1730,17:30,2015,20:15
July 31,Archery,M/W ind. eliminations,1745-2025,,La Defense Arena (tentative),Puteaux (Metro 1),1745,17:45,2025,20:25
July 31,Tennis,M/W singles,1900-2300​,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1900,19:00,300​,30:0​
July 31,Fencing,Sabre team medal finals - men's,1930-2140,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1930,19:30,2140,21:40
July 31,Badminton,"M/W singles group play stage, Mixed doubles quarters",1930-2300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1930,19:30,2300,23:00
July 31,Boxing,"W 60kg quarters, W 66kg, M 57kg, M 71kg round of 32 or round of 16",2000-2225,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2225,22:25
July 31,Table tennis,M/W singles round 3,2000-2300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),2000,20:00,2300,23:00
July 31,Beach volleyball,M/W preliminary phase (3 matches),2000-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2000,20:00,2300,23:00
July 31,Swimming,"W 100m free, M 200m fly finals, W 200m fly…",2030-2230,Finals and semifinals,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
July 31,Basketball (Group),M/W group phase (1 match),2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
July 31,Basketball 3X3,M/W pool round (4 matches),2100-2300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2100,21:00,2300,23:00
July 31,Surfing,Reserve day,,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),,:,,:
August 1,Canoe slalom,"Canoe slalom: M K1 semis, finals",1530-1835,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1530,15:30,1835,18:35
August 1,Rowing,Various rowing events,0930-1240,Semis and finals for various events,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1240,12:40
August 1,Judo,"W -78kg, M -100kg elimination rounds",1000-1400,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
August 1,Judo,"W -78kg, M -100kg medal rounds",1600-1900,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
August 1,Hockey,Pool stage (4 matches) - men's,1000-1500,2 sets of 2 matches each,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
August 1,Hockey,Pool stage (2 matches) - women's,1700-2200,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2200,22:00
August 1,Badminton,"Badminton: M singles round of 16, W doubles quarters",0830-1100,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1100,11:00
August 1,Badminton,"Badminton: M doubles quarters, M singles round of 16",1300-1630,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1300,13:00,1630,16:30
August 1,Badminton,"Badminton: W singles round of 16, Mixed doubles semis",1830-2200,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1830,18:30,2200,22:00
August 1,Handball,Preliminaries (6 matches) - women's,0900-2230,3 sets of 2 matches each,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,2230,22:30
August 1,Athletics,Athletics: M 20km race walk final,0730-0905,,Stade de France,Stade de France - Saint-Denis (RER D),0730,07:30,0905,09:05
August 1,Athletics,Athletics: W 20km race walk final,0920-1105,,Stade de France,Stade de France - Saint-Denis (RER D),0920,09:20,1105,11:05
August 1,Water polo,Preliminary round (6 matches) - men's,1030-2230,3 sets of 2 matches each,Stade Aquatique,Stade de France - Saint-Denis (RER D),1030,10:30,2230,22:30
August 1,BMX racing,BMX racing: M/W quarters and last-chance runs,2000-2220,,Saint-Quentin-en-Yvelines BMX Stadium,Saint-Quentin-en-Yvelines (RER C),2000,20:00,2220,22:20
August 1,Boxing,"Boxing: W 50kg, W 75kg round of 32 or round of 16, W 54kg, M 63.5kg, M 92kg quarters",1100-1325,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1100,11:00,1325,13:25
August 1,Boxing,"Boxing: W 50kg, W 75kg round of 32 or round of 16, W 54kg, M 63.5kg, M 92kg quarters",1530-1810,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1810,18:10
August 1,Boxing,"Boxing: W 50kg, W 75kg round of 32 or round of 16, W 54kg, M 63.5kg, M 92kg quarters",2000-2225,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2225,22:25
August 1,Tennis,Tennis matches,1200-2300,Quarters and semifinals in various categories and courts,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,2300,23:00
August 1,Table tennis,M/W singles quarters,"1000-1300,",,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,"300,","30:0,"
August 1,Table tennis,M/W singles quarters,"1500-1800,",,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1500,15:00,"800,","80:0,"
August 1,Table tennis,M/W singles quarters,2000-2300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),2000,20:00,2300,23:00
August 1,Surfing,Reserve day,,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),,:,,:
August 1,Swimming,Swimming heats and finals,"1100-1300,",Various swimming events and heats and finals,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,"300,","30:0,"
August 1,Swimming,Swimming heats and finals,2030-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
August 1,Sailing,"M/W skiff medal races, windsurfing, dinghy",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
August 1,Archery,Archery: M/W ind. eliminations,0930-1325,,La Defense Arena (tentative),Puteaux (Metro 1),0930,09:30,1325,13:25
August 1,Archery,Archery: M/W ind. eliminations,1530-1925,,La Defense Arena (tentative),Puteaux (Metro 1),1530,15:30,1925,19:25
August 1,Shooting,"M 50m rifle 3 pos. finals, W 50m rifle 3 pos.",0930-1330,,La Courneuve Shooting Range,La Courneuve (Metro 13),0930,09:30,1330,13:30
August 1,Volleyball,Preliminary round - women's,0900-2330,Four rounds of preliminary matches for women’s teams,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),0900,09:00,2330,23:30
August 1,Fencing,"W foil team through semis, placement matches",1000-1710,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1000,10:00,1710,17:10
August 1,Fencing,Foil team medal finals - women's,1910-2200,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1910,19:10,2200,22:00
August 1,Golf,Golf round 1 - men's,0900-1800,,Golf National,Guyancourt (RER C),0900,09:00,1800,18:00
August 1,Beach volleyball,Beach volleyball: M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
August 1,Beach volleyball,Beach volleyball: M/W preliminary phase (3 matches),1500-1800,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1500,15:00,1800,18:00
August 1,Beach volleyball,Beach volleyball: M/W preliminary phase (3 matches),2000-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2000,20:00,2300,23:00
August 1,Equestrian,Jumping team qualifier,1100-1400,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1100,11:00,1400,14:00
August 1,Artistic gymnastics,Artistic gymnastics: W ind. all-around final,1815-2025,,Bercy Arena,Bercy (Metro 6),1815,18:15,2025,20:25
August 1,Basketball (Group),Basketball: W group phase (2 matches),1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
August 1,Basketball (Group),Basketball: W group phase (1 match),1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
August 1,Basketball (Group),Basketball: W group phase (1 match),2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
August 1,Basketball 3X3,Basketball 3X3: M/W pool round (4 matches),0900-1100,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),0900,09:00,1100,11:00
August 1,Basketball 3X3,Basketball 3X3: M/W pool round (4 matches),1230-1430,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1230,12:30,1430,14:30
August 1,Basketball 3X3,Basketball 3X3: M/W pool round (4 matches),1800-2000,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1800,18:00,2000,20:00
August 1,Basketball 3X3,Basketball 3X3: M/W pool round (4 matches),2130-2330,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2130,21:30,2330,23:30
August 2,Rowing,Single sculls final - men's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Single sculls final - women's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Coxless pair final - men's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Coxless pair final - women's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Lightweight double final - men's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,"Lightweight double final b - women's (check for typo, could be ""A"" or ""finals"")",0930-1250,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Coxless pair final - men's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Coxless pair final - women's,0930-1250,F/E/D,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Rowing,Lightweight double final - men's,0930-1250,Medal final,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1250,12:50
August 2,Judo,"W +78kg, M +100kg elim.",1000-1400,Elimination rounds,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
August 2,Judo,"W +78kg, M +100kg medal",1600-1900,Medal rounds,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
August 2,Hockey,Pool stage - women's,1000-1500,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
August 2,Hockey,Pool stage - men's,1030-1530,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1030,10:30,1530,15:30
August 2,Hockey,Pool stage - men's,1700-2200,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2200,22:00
August 2,Badminton,M/W doubles semis,0830-1300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1300,13:00
August 2,Badminton,Singles quarters - men's,1500-2230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1500,15:00,2230,22:30
August 2,Badminton,Mixed doubles medal matches,1500-2230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1500,15:00,2230,22:30
August 2,Handball,Preliminaries - men's,0900-1230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
August 2,Handball,Preliminaries - men's,1400-1730,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
August 2,Handball,Preliminaries - men's,1900-2230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
August 2,Athletics,Decathlon 100m - men's,1005,,Stade de France,Stade de France - Saint-Denis (RER D),1005,10:05,1005,10:05
August 2,Athletics,Hammer throw qualification A - men's,1010,,Stade de France,Stade de France - Saint-Denis (RER D),1010,10:10,1010,10:10
August 2,Athletics,High jump qualification - women's,1015,,Stade de France,Stade de France - Saint-Denis (RER D),1015,10:15,1015,10:15
August 2,Athletics,100m preliminary round - women's,1035,,Stade de France,Stade de France - Saint-Denis (RER D),1035,10:35,1035,10:35
August 2,Athletics,Decathlon long jump - men's,1055,,Stade de France,Stade de France - Saint-Denis (RER D),1055,10:55,1055,10:55
August 2,Athletics,1500m round 1 - men's,1105,,Stade de France,Stade de France - Saint-Denis (RER D),1105,11:05,1105,11:05
August 2,Athletics,Hammer throw qualification B - men's,1135,,Stade de France,Stade de France - Saint-Denis (RER D),1135,11:35,1135,11:35
August 2,Athletics,100m round 1 - women's,1150,,Stade de France,Stade de France - Saint-Denis (RER D),1150,11:50,1150,11:50
August 2,Athletics,Decathlon shot put - men's,1215,,Stade de France,Stade de France - Saint-Denis (RER D),1215,12:15,1215,12:15
August 2,Athletics,Decathlon high jump - men's,1800,,Stade de France,Stade de France - Saint-Denis (RER D),1800,18:00,1800,18:00
August 2,Athletics,5000m round 1 - women's,1810,,Stade de France,Stade de France - Saint-Denis (RER D),1810,18:10,1810,18:10
August 2,Athletics,W triple jump qualification,1815,,Stade de France,Stade de France - Saint-Denis (RER D),1815,18:15,1815,18:15
August 2,Athletics,Discus throw qualification A - women's,1855,,Stade de France,Stade de France - Saint-Denis (RER D),1855,18:55,1855,18:55
August 2,Athletics,Mixed 4x400m relay round 1,1910,,Stade de France,Stade de France - Saint-Denis (RER D),1910,19:10,1910,19:10
August 2,Athletics,800m round 1 - women's,1945,,Stade de France,Stade de France - Saint-Denis (RER D),1945,19:45,1945,19:45
August 2,Athletics,Shot put qualification - men's,2010,,Stade de France,Stade de France - Saint-Denis (RER D),2010,20:10,2010,20:10
August 2,Athletics,Discus throw qualification B - women's,2020,,Stade de France,Stade de France - Saint-Denis (RER D),2020,20:20,2020,20:20
August 2,Athletics,Decathlon 400m - men's,2050,,Stade de France,Stade de France - Saint-Denis (RER D),2050,20:50,2050,20:50
August 2,Athletics,"10,000m final - men's ",2120,,Stade de France,Stade de France - Saint-Denis (RER D),2120,21:20,2120,21:20
August 2,Diving,Synchro 3m springboard final - men's,1100-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1100,11:00,1200,12:00
August 2,Water polo,Preliminary round (2 matches) - women's,1400-1700,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1400,14:00,1700,17:00
August 2,Water polo,Preliminary round (2 matches) - women's,1830-2130,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1830,18:30,2130,21:30
